row_number, computation, coverage, status,1,2,3,4,5,6,7,8,9,10,
364,0,55,true,19, 26, 39, 19, 19, 20, 42, 37, 29, 25,
365,0,56,true,20, 32, 33, 23, 18, 30, 35, 18, 35, 36,
366,0,62,true,38, 25, 44, 21, 23, 36, 28, 40, 21, 34,
367,0,191,false,86, 90, 109, 105, 110, 99, 96, 81, 96, 83,
368,0,178,false,83, 84, 88, 118, 97, 85, 89, 74, 85, 87,
369,0,49,true,27, 29, 21, 25, 37, 18, 21, 27, 21, 19,
370,0,57,true,34, 29, 19, 18, 32, 25, 32, 28, 32, 36,
371,0,48,true,19, 17, 40, 31, 23, 24, 30, 15, 15, 26,
372,0,51,true,25, 30, 20, 19, 21, 25, 31, 26, 40, 18,
373,0,53,true,37, 24, 35, 24, 40, 20, 23, 17, 18, 27,
374,0,61,true,29, 26, 39, 47, 22, 21, 32, 34, 24, 31,
375,0,48,true,29, 31, 29, 35, 18, 16, 14, 25, 20, 23,
376,0,53,true,26, 29, 39, 20, 40, 19, 23, 14, 26, 29,
377,0,51,true,38, 15, 19, 36, 24, 17, 24, 19, 27, 36,
378,0,48,true,17, 20, 40, 18, 36, 18, 28, 15, 27, 21,
379,0,57,true,33, 30, 23, 36, 26, 38, 15, 16, 32, 36,
380,0,39,true,29, 16, 15, 16, 17, 24, 18, 29, 16, 15,
381,0,54,true,30, 15, 24, 38, 29, 26, 16, 25, 31, 36,
382,0,56,true,31, 16, 17, 41, 38, 36, 20, 22, 33, 26,
383,0,48,true,25, 22, 23, 23, 25, 33, 20, 32, 20, 17,
384,0,52,true,18, 30, 28, 18, 31, 17, 26, 37, 18, 37,
385,0,51,true,21, 16, 35, 24, 31, 18, 36, 34, 19, 21,
386,0,46,true,13, 24, 15, 39, 23, 22, 13, 33, 31, 17,
387,0,47,true,21, 24, 29, 16, 22, 37, 26, 16, 19, 25,
388,0,44,true,13, 17, 39, 16, 20, 15, 17, 33, 28, 22,
389,0,40,true,19, 17, 29, 15, 13, 13, 24, 15, 28, 27,
390,0,32,true,12, 20, 17, 22, 15, 13, 13, 16, 17, 15,
391,0,55,true,19, 21, 34, 42, 34, 17, 17, 35, 26, 30,
392,0,138,false,61, 76, 74, 84, 81, 58, 52, 77, 59, 68,
393,0,171,false,74, 76, 95, 113, 82, 83, 87, 76, 88, 81,
394,0,56,true,31, 29, 16, 17, 28, 35, 36, 36, 22, 30,
395,0,45,true,17, 18, 26, 35, 22, 20, 15, 26, 20, 26,
396,0,50,true,19, 34, 35, 20, 36, 15, 38, 16, 18, 19,
397,0,42,true,17, 17, 22, 22, 31, 18, 23, 20, 17, 23,
398,0,40,true,12, 13, 25, 18, 35, 30, 15, 14, 19, 19,
399,0,49,true,17, 24, 31, 20, 32, 33, 16, 18, 30, 24,
400,0,147,false,63, 81, 73, 79, 79, 95, 54, 81, 63, 67,
401,0,55,true,30, 29, 33, 22, 35, 19, 29, 16, 29, 33,
402,0,43,true,24, 25, 22, 17, 15, 34, 14, 28, 18, 18,
403,0,42,true,17, 28, 35, 14, 13, 33, 20, 17, 16, 17,
404,0,45,true,13, 19, 30, 28, 22, 22, 28, 29, 14, 20,
405,0,35,true,17, 14, 19, 15, 14, 24, 15, 15, 16, 26,
406,0,46,true,20, 24, 30, 14, 17, 32, 30, 12, 20, 31,
407,0,45,true,32, 20, 18, 16, 25, 29, 21, 18, 25, 21,
408,0,48,true,32, 29, 15, 41, 13, 22, 23, 19, 21, 25,
409,0,43,true,28, 29, 13, 15, 14, 23, 28, 34, 18, 13,
410,0,43,true,29, 22, 29, 17, 16, 19, 22, 21, 23, 17,
411,0,43,true,16, 26, 23, 14, 23, 17, 31, 19, 26, 20,
412,0,46,true,15, 26, 26, 19, 30, 32, 24, 15, 24, 19,
413,0,44,true,24, 20, 20, 15, 33, 24, 19, 25, 18, 22,
414,0,47,true,29, 21, 25, 35, 14, 16, 16, 32, 22, 25,
415,0,39,true,15, 26, 27, 16, 17, 31, 16, 14, 19, 14,
416,0,140,false,62, 63, 62, 121, 65, 67, 73, 64, 66, 57,
417,0,134,false,58, 71, 70, 90, 51, 79, 63, 73, 55, 60,
418,0,43,true,19, 22, 19, 13, 23, 31, 19, 31, 26, 12,
419,0,40,true,19, 11, 29, 14, 20, 23, 30, 13, 28, 13,
420,0,143,false,67, 70, 62, 85, 70, 74, 66, 85, 79, 57,
421,0,43,true,24, 15, 14, 19, 21, 30, 23, 28, 17, 24,
422,0,119,false,53, 53, 55, 81, 69, 47, 66, 40, 69, 62,
423,0,41,true,20, 25, 14, 17, 28, 14, 19, 26, 21, 21,
424,0,144,false,67, 68, 86, 97, 76, 53, 67, 71, 72, 63,
425,0,39,true,24, 13, 26, 27, 13, 14, 14, 17, 30, 17,
426,0,127,false,63, 62, 65, 90, 65, 68, 58, 48, 58, 58,
427,0,32,true,11, 17, 16, 15, 16, 21, 14, 23, 11, 16,
428,0,39,true,20, 27, 12, 13, 21, 13, 31, 16, 23, 19,
429,0,42,true,18, 17, 28, 18, 27, 19, 24, 16, 19, 24,
430,0,37,true,13, 25, 15, 16, 14, 28, 22, 27, 13, 12,
431,0,32,true,18, 17, 12, 12, 19, 13, 21, 16, 14, 18,
432,0,41,true,21, 19, 20, 26, 18, 26, 30, 14, 14, 17,
433,0,36,true,10, 21, 12, 28, 18, 29, 10, 12, 22, 18,
434,0,40,true,17, 23, 22, 18, 26, 16, 17, 26, 16, 19,
435,0,35,true,26, 26, 13, 30, 10, 15, 11, 12, 19, 13,
436,0,44,true,22, 22, 30, 16, 25, 11, 26, 29, 22, 17,
437,0,37,true,26, 14, 12, 13, 25, 14, 19, 23, 19, 20,
438,0,34,true,16, 20, 21, 18, 12, 15, 11, 26, 17, 14,
439,0,35,true,22, 21, 17, 30, 19, 19, 12, 10, 13, 12,
440,0,124,false,47, 52, 63, 92, 57, 58, 69, 57, 64, 61,
441,0,36,true,18, 23, 22, 12, 16, 17, 18, 21, 17, 16,
442,0,127,false,54, 65, 60, 104, 56, 58, 62, 54, 62, 60,
443,0,42,true,14, 25, 14, 30, 17, 27, 19, 25, 22, 17,
444,0,125,false,48, 62, 64, 86, 68, 59, 73, 52, 57, 56,
445,0,43,true,18, 21, 23, 27, 14, 24, 19, 22, 23, 24,
446,0,33,true,10, 20, 13, 13, 13, 13, 14, 24, 20, 25,
447,0,33,true,17, 13, 18, 12, 19, 22, 21, 13, 18, 12,
448,0,29,true,11, 10, 15, 15, 21, 10, 12, 10, 22, 19,
449,0,121,false,52, 68, 52, 79, 59, 50, 79, 46, 61, 59,
450,0,34,true,18, 27, 9, 27, 11, 12, 16, 18, 17, 15,
451,0,97,false,47, 48, 44, 78, 39, 40, 45, 61, 38, 45,
452,0,36,true,25, 12, 19, 10, 18, 15, 24, 24, 10, 23,
453,0,34,true,16, 22, 12, 10, 17, 13, 21, 24, 11, 24,
454,0,34,true,20, 19, 9, 10, 25, 18, 12, 20, 15, 22,
455,0,115,false,51, 60, 58, 90, 53, 49, 48, 55, 52, 59,
456,0,32,true,9, 13, 15, 18, 23, 10, 13, 16, 21, 22,
457,0,30,true,22, 10, 12, 12, 14, 21, 13, 13, 17, 16,
458,0,121,false,50, 58, 52, 103, 58, 49, 64, 59, 56, 56,
459,0,106,false,54, 53, 39, 80, 48, 49, 68, 39, 52, 48,
460,0,33,true,16, 19, 10, 15, 13, 19, 24, 17, 12, 20,
461,0,113,false,48, 57, 66, 64, 44, 53, 57, 60, 53, 63,
462,0,30,true,9, 24, 11, 13, 10, 19, 16, 14, 21, 13,
463,0,107,false,64, 53, 44, 64, 41, 67, 56, 38, 55, 53,
464,0,33,true,10, 23, 12, 24, 13, 17, 10, 24, 20, 12,
465,0,27,true,20, 20, 19, 11, 8, 11, 9, 11, 9, 17,
466,0,107,false,49, 58, 60, 86, 41, 48, 54, 49, 49, 41,
467,0,121,false,61, 38, 51, 76, 61, 58, 64, 83, 53, 60,
468,0,89,false,42, 47, 38, 58, 47, 39, 41, 43, 41, 49,
469,0,95,false,47, 39, 40, 63, 62, 55, 42, 37, 41, 49,
470,0,88,false,36, 53, 48, 69, 34, 44, 54, 32, 33, 37,
471,0,22,true,9, 9, 9, 20, 13, 8, 8, 8, 7, 19,
472,0,30,true,12, 14, 17, 14, 15, 19, 18, 16, 9, 16,
473,0,23,true,14, 12, 13, 11, 10, 12, 8, 8, 17, 10,
474,0,27,true,12, 9, 10, 9, 21, 12, 16, 15, 15, 16,
475,0,88,false,48, 44, 44, 53, 53, 44, 45, 28, 38, 43,
476,0,27,true,16, 14, 11, 9, 13, 12, 16, 12, 15, 17,
477,0,23,true,9, 9, 12, 9, 18, 10, 12, 10, 9, 17,
478,0,29,true,11, 17, 17, 24, 13, 13, 10, 21, 11, 8,
479,0,28,true,16, 11, 14, 17, 14, 11, 15, 14, 16, 12,
480,0,22,true,18, 7, 15, 10, 7, 7, 16, 10, 7, 13,
481,0,30,true,9, 17, 11, 24, 21, 11, 21, 14, 13, 9,
482,0,27,true,18, 15, 9, 9, 17, 18, 12, 9, 11, 17,
483,0,30,true,13, 9, 19, 23, 14, 19, 11, 13, 18, 11,
484,0,24,true,13, 12, 9, 10, 9, 16, 12, 13, 10, 16,
485,0,34,true,17, 15, 12, 23, 18, 21, 16, 18, 16, 14,
486,0,28,true,19, 13, 18, 23, 11, 15, 10, 9, 13, 9,
487,0,24,true,7, 15, 8, 18, 17, 7, 12, 11, 11, 14,
488,0,29,true,13, 21, 8, 21, 19, 11, 12, 14, 17, 9,
489,0,29,true,17, 21, 19, 8, 14, 15, 17, 9, 13, 12,
490,0,24,true,9, 13, 10, 8, 8, 10, 19, 17, 8, 18,
491,0,81,false,31, 55, 46, 59, 39, 36, 32, 32, 45, 30,
492,0,26,true,10, 18, 19, 10, 13, 13, 14, 12, 11, 10,
493,0,92,false,58, 43, 39, 67, 39, 49, 41, 50, 35, 39,
494,0,83,false,36, 39, 44, 68, 38, 41, 50, 33, 30, 36,
495,0,28,true,17, 11, 16, 10, 14, 16, 19, 13, 14, 10,
496,0,23,true,14, 13, 11, 8, 13, 12, 14, 8, 9, 13,
497,0,89,false,40, 41, 47, 44, 48, 35, 65, 39, 46, 40,
498,0,84,false,40, 47, 41, 63, 40, 37, 34, 44, 40, 34,
499,0,89,false,44, 45, 33, 48, 49, 39, 37, 58, 40, 52,
500,0,85,false,41, 47, 44, 67, 43, 39, 45, 29, 36, 34,
501,0,91,false,46, 38, 45, 71, 38, 50, 49, 38, 39, 41,
502,0,20,true,12, 11, 8, 8, 9, 10, 7, 11, 16, 8,
503,0,23,true,12, 16, 10, 16, 16, 7, 7, 12, 10, 9,
504,0,59,false,24, 25, 25, 41, 30, 26, 51, 28, 22, 23,
505,0,80,false,39, 34, 40, 30, 33, 40, 42, 64, 38, 40,
506,0,74,false,35, 38, 33, 44, 32, 35, 32, 29, 46, 46,
507,0,67,false,17, 25, 46, 28, 38, 34, 30, 53, 37, 27,
508,0,23,true,16, 10, 8, 8, 14, 11, 12, 14, 10, 12,
509,0,21,true,17, 8, 9, 6, 7, 9, 10, 14, 13, 12,
510,0,21,true,15, 7, 9, 7, 16, 9, 17, 9, 8, 8,
511,0,21,true,6, 7, 7, 12, 11, 14, 15, 8, 12, 13,
512,0,66,false,32, 35, 29, 43, 35, 34, 28, 38, 25, 31,
513,0,23,true,7, 9, 13, 13, 16, 17, 15, 7, 8, 10,
514,0,18,true,7, 7, 12, 6, 9, 9, 11, 6, 15, 8,
515,0,22,true,7, 12, 15, 9, 11, 8, 15, 13, 14, 6,
516,0,20,true,16, 12, 7, 13, 8, 10, 12, 9, 7, 6,
517,0,20,true,6, 11, 11, 9, 12, 10, 8, 12, 12, 9,
518,0,19,true,7, 9, 11, 17, 7, 6, 12, 7, 12, 7,
519,0,17,true,9, 10, 8, 8, 8, 8, 7, 12, 7, 8,
520,0,87,false,31, 48, 47, 55, 46, 43, 42, 49, 35, 39,
521,0,21,true,14, 8, 7, 7, 15, 12, 16, 11, 8, 7,
522,0,18,true,7, 14, 8, 7, 7, 6, 7, 12, 14, 8,
523,0,73,false,33, 29, 48, 50, 31, 40, 31, 31, 37, 35,
524,0,17,true,8, 11, 6, 6, 14, 10, 6, 8, 9, 7,
525,0,19,true,7, 10, 17, 10, 6, 12, 6, 6, 8, 13,
526,0,52,false,24, 32, 36, 23, 31, 21, 30, 22, 25, 16,
527,0,17,true,9, 6, 8, 6, 7, 13, 5, 14, 8, 9,
528,0,74,false,37, 40, 27, 54, 41, 41, 33, 30, 31, 36,
529,0,20,true,13, 9, 9, 9, 7, 9, 13, 12, 7, 12,
530,0,20,true,10, 12, 9, 8, 8, 6, 14, 7, 11, 15,
531,0,64,false,29, 25, 43, 53, 29, 29, 20, 35, 26, 31,
532,0,79,false,43, 30, 34, 67, 43, 33, 33, 38, 37, 37,
533,0,16,true,9, 8, 7, 6, 10, 10, 6, 8, 7, 9,
534,0,20,true,10, 10, 7, 9, 13, 13, 8, 10, 11, 9,
535,0,61,false,24, 22, 28, 45, 21, 33, 46, 29, 32, 25,
536,0,64,false,26, 24, 27, 45, 21, 31, 48, 43, 29, 26,
537,0,19,true,11, 8, 8, 5, 8, 7, 14, 14, 9, 11,
538,0,59,false,25, 23, 25, 47, 35, 23, 39, 27, 20, 31,
539,0,16,true,5, 11, 6, 6, 11, 12, 7, 9, 7, 6,
540,0,20,true,7, 8, 10, 14, 8, 13, 13, 10, 8, 9,
541,0,17,true,8, 11, 12, 5, 9, 8, 6, 12, 9, 5,
542,0,16,true,6, 6, 8, 11, 9, 9, 5, 6, 13, 7,
543,0,21,true,12, 11, 12, 11, 12, 12, 5, 12, 11, 7,
544,0,19,true,10, 9, 8, 7, 13, 12, 5, 13, 11, 7,
545,0,16,true,6, 5, 10, 7, 12, 9, 8, 9, 7, 7,
546,0,18,true,10, 5, 12, 6, 7, 9, 11, 12, 6, 12,
547,0,19,true,14, 9, 8, 7, 12, 7, 14, 8, 10, 6,
548,0,57,false,32, 24, 30, 42, 42, 21, 26, 26, 20, 22,
549,0,19,true,12, 7, 7, 11, 12, 6, 6, 13, 12, 9,
550,0,15,true,5, 12, 5, 6, 9, 7, 7, 6, 9, 9,
551,0,19,true,9, 6, 14, 6, 12, 8, 9, 10, 11, 10,
552,0,18,true,11, 9, 12, 6, 7, 11, 8, 8, 12, 6,
553,0,17,true,5, 8, 5, 8, 6, 11, 14, 5, 14, 9,
554,0,45,false,23, 17, 22, 29, 25, 15, 35, 17, 19, 23,
555,0,51,false,27, 27, 16, 30, 43, 19, 22, 18, 27, 26,
556,0,13,true,10, 5, 5, 5, 7, 5, 6, 6, 6, 10,
557,0,15,true,6, 9, 9, 8, 4, 9, 12, 7, 7, 4,
558,0,14,true,4, 4, 7, 5, 11, 11, 10, 6, 5, 7,
559,0,14,true,12, 7, 6, 5, 7, 6, 4, 6, 6, 11,
560,0,59,false,24, 31, 24, 42, 27, 30, 29, 29, 25, 34,
561,0,55,false,24, 22, 32, 46, 24, 24, 30, 19, 29, 25,
562,0,15,true,6, 8, 6, 6, 6, 9, 7, 11, 8, 8,
563,0,13,true,7, 7, 4, 6, 7, 9, 5, 8, 4, 8,
564,0,19,true,8, 8, 11, 11, 11, 8, 6, 11, 9, 12,
565,0,14,true,6, 7, 6, 5, 6, 8, 5, 11, 8, 8,
566,0,14,true,5, 9, 9, 4, 11, 9, 6, 4, 6, 7,
567,0,14,true,8, 8, 6, 7, 5, 6, 8, 9, 8, 5,
568,0,14,true,4, 4, 11, 5, 11, 4, 12, 5, 5, 9,
569,0,16,true,9, 9, 10, 5, 10, 9, 7, 6, 10, 5,
570,0,13,true,7, 5, 5, 4, 6, 6, 7, 8, 7, 10,
571,0,49,false,13, 29, 29, 42, 20, 27, 14, 24, 20, 27,
572,0,53,false,19, 25, 25, 26, 27, 26, 31, 27, 32, 27,
573,0,17,true,9, 8, 6, 6, 9, 10, 10, 10, 9, 8,
574,0,56,false,26, 25, 39, 33, 27, 20, 35, 29, 26, 20,
575,0,12,true,4, 6, 9, 4, 5, 4, 6, 5, 8, 9,
576,0,12,true,10, 5, 6, 5, 4, 10, 5, 4, 5, 6,
577,0,44,false,24, 21, 20, 29, 27, 27, 23, 22, 14, 13,
578,0,53,false,24, 24, 26, 44, 18, 23, 31, 25, 25, 25,
579,0,15,true,8, 6, 10, 7, 8, 9, 9, 4, 5, 9,
580,0,12,true,7, 7, 5, 5, 8, 5, 7, 7, 4, 5,
581,0,50,false,27, 22, 30, 23, 23, 26, 24, 26, 28, 21,
582,0,11,true,7, 5, 5, 8, 7, 4, 4, 5, 5, 5,
583,0,44,false,26, 17, 20, 32, 18, 23, 21, 24, 17, 22,
584,0,49,false,36, 24, 19, 38, 30, 23, 21, 17, 18, 19,
585,0,11,true,4, 8, 4, 4, 4, 4, 4, 9, 10, 4,
586,0,44,false,17, 24, 16, 33, 20, 31, 14, 17, 21, 27,
587,0,12,true,6, 4, 11, 4, 5, 4, 7, 8, 6, 5,
588,0,13,true,9, 5, 8, 4, 8, 5, 5, 8, 8, 5,
589,0,14,true,6, 4, 11, 6, 9, 4, 6, 9, 6, 9,
590,0,44,false,22, 26, 24, 18, 29, 12, 22, 28, 23, 16,
591,0,39,false,22, 20, 35, 19, 12, 9, 14, 18, 32, 14,
592,0,49,false,27, 16, 26, 33, 25, 24, 21, 24, 31, 18,
593,0,10,true,6, 6, 5, 3, 4, 4, 4, 6, 5, 7,
594,0,12,true,5, 9, 6, 6, 4, 5, 6, 6, 5, 8,
595,0,37,false,28, 13, 12, 28, 23, 15, 17, 19, 14, 16,
596,0,47,false,16, 17, 17, 29, 42, 29, 28, 14, 23, 20,
597,0,12,true,9, 6, 4, 6, 6, 5, 9, 6, 4, 5,
598,0,12,true,7, 7, 5, 9, 4, 7, 4, 5, 7, 5,
599,0,12,true,9, 6, 5, 4, 8, 6, 4, 5, 4, 9,
600,0,12,true,7, 7, 7, 4, 4, 8, 6, 6, 3, 8,
601,0,13,true,5, 4, 8, 6, 7, 6, 6, 9, 7, 7,
602,0,41,false,9, 18, 21, 24, 22, 27, 22, 30, 15, 17,
603,0,14,true,7, 8, 7, 7, 9, 6, 5, 8, 5, 8,
604,0,10,true,6, 8, 4, 3, 6, 5, 7, 3, 5, 3,
605,0,12,true,4, 4, 8, 5, 6, 8, 6, 9, 4, 6,
606,0,12,true,7, 5, 4, 4, 8, 8, 7, 6, 6, 5,
607,0,12,true,6, 5, 5, 5, 8, 8, 6, 5, 4, 8,
608,0,9,true,5, 5, 6, 3, 6, 3, 3, 3, 3, 8,
609,0,37,false,16, 16, 22, 32, 11, 11, 20, 21, 16, 20,
610,0,10,true,3, 4, 4, 7, 5, 5, 7, 3, 5, 7,
611,0,13,true,7, 6, 4, 8, 6, 3, 9, 9, 9, 4,
612,0,14,true,8, 8, 7, 3, 8, 7, 9, 6, 7, 7,
613,0,8,true,5, 6, 3, 3, 3, 6, 4, 4, 3, 3,
614,0,11,true,5, 6, 7, 3, 4, 4, 6, 6, 8, 6,
615,0,46,false,27, 22, 21, 33, 26, 23, 20, 21, 17, 20,
616,0,41,false,21, 31, 19, 13, 16, 19, 20, 25, 22, 19,
617,0,12,true,7, 5, 6, 4, 7, 5, 8, 7, 7, 4,
618,0,11,true,6, 4, 4, 5, 4, 8, 5, 8, 4, 7,
619,0,11,true,6, 8, 5, 3, 5, 7, 4, 3, 7, 7,
620,0,10,true,4, 6, 6, 4, 6, 6, 4, 5, 5, 4,
621,0,11,true,4, 6, 5, 8, 7, 4, 8, 6, 4, 3,
622,0,29,false,14, 12, 17, 15, 10, 18, 19, 14, 10, 16,
623,0,11,true,4, 5, 6, 7, 5, 6, 6, 5, 8, 3,
624,0,29,false,15, 13, 10, 19, 18, 14, 11, 14, 16, 15,
625,0,8,true,3, 4, 5, 3, 4, 3, 4, 5, 4, 5,
626,0,10,true,6, 4, 7, 3, 3, 3, 6, 7, 8, 3,
627,0,11,true,3, 7, 3, 7, 4, 7, 6, 3, 8, 7,
628,0,10,true,6, 5, 4, 3, 3, 5, 7, 6, 7, 4,
629,0,36,false,23, 24, 14, 10, 19, 14, 17, 16, 22, 21,
630,0,11,true,5, 4, 5, 6, 5, 7, 7, 5, 5, 6,
631,0,30,false,9, 12, 12, 16, 11, 16, 30, 15, 19, 10,
632,0,10,true,3, 4, 8, 3, 4, 6, 7, 7, 4, 4,
633,0,10,true,3, 8, 7, 3, 7, 4, 3, 7, 4, 4,
634,0,9,true,5, 5, 6, 4, 5, 3, 3, 3, 3, 8,
635,0,10,true,5, 3, 5, 3, 4, 5, 7, 4, 6, 8,
636,0,30,false,13, 15, 25, 16, 17, 12, 12, 15, 21, 4,
637,0,38,false,21, 20, 22, 35, 18, 13, 15, 19, 14, 13,
638,0,10,true,4, 4, 6, 6, 4, 3, 7, 5, 7, 4,
639,0,8,true,2, 3, 5, 6, 5, 3, 3, 4, 6, 3,
640,0,10,true,3, 6, 5, 6, 4, 3, 7, 8, 3, 5,
641,0,33,false,16, 17, 17, 24, 17, 9, 23, 13, 13, 16,
642,0,29,false,18, 25, 16, 21, 14, 13, 8, 7, 11, 12,
643,0,26,false,7, 13, 12, 13, 16, 7, 12, 20, 20, 10,
644,0,7,true,3, 2, 4, 3, 4, 5, 4, 4, 4, 2,
645,0,30,false,14, 11, 24, 19, 15, 14, 10, 21, 12, 10,
646,0,9,true,2, 6, 3, 4, 2, 5, 6, 6, 5, 6,
647,0,7,true,3, 4, 5, 3, 3, 3, 4, 3, 3, 4,
648,0,7,true,5, 5, 2, 2, 5, 5, 4, 3, 2, 2,
649,0,9,true,3, 3, 6, 4, 6, 4, 4, 5, 6, 4,
650,0,7,true,4, 2, 6, 2, 5, 5, 2, 2, 4, 3,
651,0,9,true,4, 5, 5, 3, 5, 3, 5, 5, 5, 5,
652,0,9,true,3, 4, 5, 4, 5, 3, 6, 6, 4, 5,
653,0,26,false,23, 8, 9, 17, 16, 12, 12, 13, 10, 10,
654,0,9,true,6, 3, 6, 6, 3, 3, 4, 4, 5, 5,
655,0,25,false,7, 13, 18, 20, 9, 12, 13, 12, 8, 13,
656,0,7,true,2, 2, 6, 5, 2, 2, 2, 5, 6, 3,
657,0,7,true,2, 5, 5, 2, 2, 2, 5, 3, 4, 5,
658,0,7,true,5, 3, 3, 4, 3, 4, 4, 3, 3, 3,
659,0,6,true,6, 5, 3, 2, 3, 2, 2, 2, 3, 2,
660,0,6,true,3, 2, 3, 3, 5, 2, 2, 3, 4, 3,
661,0,8,true,5, 5, 6, 3, 4, 3, 5, 2, 5, 2,
662,0,26,false,8, 20, 9, 24, 11, 12, 11, 11, 10, 14,
663,0,8,true,3, 4, 3, 6, 6, 3, 3, 3, 6, 3,
664,0,8,true,4, 4, 3, 5, 3, 4, 3, 3, 5, 6,
665,0,9,true,4, 5, 5, 5, 5, 6, 3, 5, 3, 4,
666,0,9,true,4, 3, 5, 4, 6, 4, 4, 6, 4, 5,
667,0,7,true,4, 4, 3, 2, 5, 5, 4, 2, 4, 2,
668,0,33,false,15, 17, 19, 24, 18, 13, 13, 17, 13, 16,
669,0,6,true,2, 3, 4, 2, 6, 3, 2, 2, 4, 2,
670,0,7,true,2, 5, 3, 4, 2, 4, 5, 4, 4, 2,
671,0,10,true,5, 6, 3, 6, 6, 5, 5, 5, 5, 4,
672,0,7,true,5, 3, 2, 3, 4, 5, 3, 4, 4, 2,
673,0,7,true,6, 2, 4, 4, 4, 2, 5, 3, 3, 2,
674,0,8,true,4, 2, 2, 4, 3, 4, 3, 6, 6, 6,
675,0,28,false,14, 17, 17, 9, 5, 19, 20, 16, 14, 9,
676,0,9,true,3, 5, 3, 5, 6, 4, 4, 4, 6, 5,
677,0,8,true,3, 2, 3, 3, 6, 6, 5, 4, 3, 5,
678,0,8,true,6, 3, 6, 3, 3, 5, 4, 3, 3, 4,
679,0,21,false,12, 12, 12, 10, 4, 12, 12, 12, 11, 8,
680,0,8,true,5, 4, 5, 5, 6, 2, 4, 5, 2, 2,
681,0,6,true,2, 4, 2, 2, 3, 3, 2, 6, 2, 4,
682,0,9,true,4, 5, 5, 2, 6, 5, 3, 5, 6, 4,
683,0,7,true,5, 3, 5, 2, 2, 4, 5, 3, 4, 2,
684,0,22,false,18, 8, 8, 13, 9, 4, 11, 22, 7, 10,
685,0,7,true,3, 6, 5, 4, 4, 3, 3, 3, 2, 2,
686,0,8,true,3, 3, 4, 4, 2, 2, 6, 6, 5, 5,
687,0,7,true,2, 5, 5, 5, 2, 3, 5, 3, 3, 2,
688,0,7,true,4, 3, 4, 2, 5, 5, 3, 3, 2, 4,
689,0,25,false,16, 14, 22, 10, 12, 13, 7, 9, 13, 9,
690,0,23,false,12, 15, 12, 16, 13, 15, 4, 7, 13, 8,
691,0,21,false,9, 14, 11, 16, 4, 4, 9, 13, 14, 11,
692,0,21,false,13, 9, 11, 5, 6, 5, 13, 14, 14, 15,
693,0,5,true,3, 3, 2, 3, 2, 2, 3, 2, 2, 3,
694,0,17,false,12, 10, 4, 8, 5, 9, 11, 11, 6, 9,
695,0,7,true,2, 4, 5, 4, 3, 2, 5, 4, 4, 2,
696,0,22,false,10, 12, 6, 16, 7, 8, 11, 11, 17, 12,
697,0,7,true,3, 2, 2, 5, 4, 2, 5, 3, 4, 5,
698,0,5,true,2, 2, 3, 2, 3, 2, 4, 2, 3, 2,
699,0,8,true,2, 4, 5, 5, 5, 5, 3, 5, 3, 3,
700,0,7,true,4, 4, 3, 2, 3, 4, 4, 4, 2, 5,
701,0,6,true,3, 3, 2, 5, 3, 2, 3, 4, 2, 3,
702,0,6,true,3, 2, 2, 4, 2, 4, 2, 4, 4, 3,
703,0,6,true,2, 3, 3, 3, 5, 2, 4, 2, 2, 4,
704,0,6,true,4, 4, 2, 3, 2, 2, 5, 4, 2, 2,
705,0,6,true,4, 2, 2, 4, 2, 4, 2, 2, 4, 4,
706,0,7,true,4, 2, 4, 4, 4, 3, 4, 3, 4, 3,
707,0,7,true,5, 2, 4, 2, 2, 4, 5, 4, 4, 3,
708,0,18,false,9, 14, 15, 3, 6, 10, 8, 9, 8, 8,
709,0,7,true,2, 2, 4, 4, 5, 2, 2, 4, 5, 5,
710,0,6,true,2, 3, 2, 4, 5, 4, 4, 2, 2, 2,
711,0,24,false,14, 10, 11, 11, 11, 10, 15, 13, 12, 13,
712,0,6,true,3, 4, 2, 2, 2, 4, 4, 4, 2, 3,
713,0,7,true,3, 3, 3, 5, 4, 5, 2, 4, 4, 2,
714,0,6,true,2, 5, 3, 2, 4, 4, 3, 2, 2, 3,
715,0,7,true,4, 3, 3, 5, 3, 5, 4, 2, 3, 3,
716,0,6,true,4, 2, 2, 3, 3, 2, 2, 5, 4, 3,
717,0,7,true,2, 4, 3, 4, 5, 2, 4, 3, 5, 3,
718,0,6,true,4, 5, 3, 4, 2, 2, 2, 2, 4, 2,
719,0,21,false,12, 7, 21, 4, 13, 12, 7, 14, 8, 7,
720,0,16,false,5, 8, 6, 6, 12, 6, 13, 7, 10, 7,
721,0,6,true,2, 4, 3, 2, 2, 5, 3, 3, 4, 2,
722,0,6,true,2, 2, 5, 4, 3, 2, 4, 2, 4, 2,
723,0,7,true,5, 4, 3, 2, 3, 4, 3, 3, 4, 4,
724,0,6,true,3, 3, 2, 4, 3, 3, 3, 3, 2, 4,
725,0,6,true,3, 4, 5, 3, 2, 2, 3, 2, 4, 2,
726,0,18,false,6, 12, 7, 6, 7, 10, 12, 9, 12, 9,
727,0,5,true,3, 3, 3, 3, 2, 3, 2, 2, 2, 2,
728,0,13,false,4, 3, 8, 11, 6, 6, 9, 6, 5, 7,
729,0,14,false,5, 5, 11, 10, 7, 5, 9, 6, 5, 7,
730,0,6,true,3, 5, 2, 2, 5, 3, 2, 3, 3, 2,
